zip,average_transit_time,average_drive_time,average_dist,count
22193,38998.666666666664,1917.6666666666667,14.153446827503437,9
23464,6666.0,1142.2222222222222,7.811295907480879,9
23462,5397.777777777777,1058.4444444444443,7.713701244491138,9
23322,0.0,1953.857142857143,15.628919583083682,7
20147,27281.428571428572,1561.7142857142858,12.21667303776813,7
22003,10468.555555555555,1478.0,10.452258872377943,9
22030,13217.0,1569.0,11.813581765198059,11
23452,5731.222222222223,1161.3333333333333,9.32349262494563,9
22407,0.0,1221.3333333333333,8.184090303111846,3
22192,31701.9,1882.2,13.780819068156754,10
22204,4974.571428571428,1424.142857142857,10.012048648295107,7
23112,285.4166666666667,1390.6666666666667,11.374704336650213,12
20148,0.0,1411.857142857143,11.076027670777407,7
20171,15337.444444444445,1347.3333333333333,10.457694436002173,9
24502,3565.0,1336.6666666666667,8.903130705626621,3
23234,6264.625,1223.4375,10.012678450042293,16
22015,13614.09090909091,1673.4545454545455,12.460192108434965,11
23451,4410.375,1399.75,11.582874209218552,8
20109,6551.666666666667,1529.3333333333333,12.66082755250067,9
23608,6218.125,1317.875,11.849548362487573,8
20170,10727.555555555555,1527.3333333333333,11.591115351415704,9
20164,36521.875,1506.125,11.954193906532128,8
20120,12005.222222222223,1465.5555555555557,11.434375709292864,9
23323,0.0,1434.6,13.210098944702295,10
23669,7183.0,1468.4444444444443,11.971841395317737,9
23224,2681.866666666667,1252.7333333333333,7.355918772273715,15
22201,3634.3333333333335,1250.5,9.079982430927185,6
24018,0.0,1399.75,8.39555690844162,4
23832,0.0,1478.2857142857142,13.105475204164609,14
23060,0.0,1296.5,9.000456405166208,14
22309,6501.571428571428,1761.4285714285713,11.468600181345906,7
23111,0.0,1657.8181818181818,12.787297979462016,11
20155,5047.142857142857,1451.0,11.719828948479147,7
23231,0.0,1604.5333333333333,13.235001542317331,15
22079,0.0,1710.625,12.373405647788084,8
20111,18209.454545454544,2120.5454545454545,13.9005390905282,11
23321,0.0,1289.6666666666667,11.788559332353167,12
23059,0.0,1551.9285714285713,12.23817117823866,14
23831,0.0,1721.4666666666667,14.650160964174713,15
24401,3779.0,1103.0,6.032390840171292,1
23228,3231.0,1087.5714285714287,7.2101262077237465,14
20152,10298.57142857143,1490.857142857143,9.205917381640363,7
20175,0.0,1418.6,12.987401632888517,5
22314,4908.714285714285,1479.0,11.334914063262614,7
22031,11568.6,1545.5,11.076463269701659,10
22207,5232.0,1338.1666666666667,8.792512219902713,6
22312,9500.5,1496.375,10.030083157260739,8
22310,9615.375,1606.125,11.02053276359079,8
22980,6163.0,989.0,5.791053578842545,1
23503,6049.0,1336.0833333333333,11.219339863914252,12
20165,8867.666666666666,1607.8333333333333,11.630254445562942,6
22405,5718.5,1324.0,8.581766436729305,4
24540,0.0,764.0,4.097811246240342,1
23233,5171.285714285715,1308.142857142857,10.78934994339821,14
22032,8672.8,1639.3,11.298650833533102,10
22153,7282.666666666667,1617.6666666666667,11.528614483379561,9
22152,10746.888888888889,1619.2222222222222,11.090302694921242,9
23513,5656.909090909091,1232.4545454545455,9.102801022664885,11
24012,3434.6666666666665,1164.0,5.355886434379669,3
20191,9294.8,1562.0,11.537536404872782,10
22101,6935.571428571428,1401.7142857142858,10.893397690207284,7
20136,0.0,1789.25,13.383489359863358,8
22602,0.0,1489.5,10.746035367951652,2
22315,10008.444444444445,1716.111111111111,11.983198770807434,9
24112,1923.0,1457.0,10.445692487230296,2
20121,0.0,1741.8181818181818,13.268663800690781,11
23518,6213.818181818182,1505.0,9.889981345403013,11
22802,0.0,1032.5,4.997165129113551,2
22150,9389.0,1605.6666666666667,11.347101945869959,9
23606,356.55555555555554,1722.7777777777778,12.961206602816778,9
22041,9290.25,1568.75,10.246828368836931,8
24019,0.0,940.6666666666666,6.467213205291226,3
23222,2387.285714285714,1037.857142857143,6.776926497455157,14
23703,0.0,1539.2857142857142,11.708535413575081,14
20112,0.0,2003.4444444444443,14.829563404524366,9
22406,0.0,1535.75,10.667648725020788,4
23238,0.0,1367.2142857142858,10.052542940429433,14
22182,13855.555555555555,1521.0,11.250906970056494,9
23834,0.0,1502.8,15.316765996427955,10
23227,3015.5714285714284,1041.9285714285713,7.1034807252233945,14
22102,7739.444444444444,1558.0,12.142284872946096,9
24551,0.0,1638.3333333333333,9.793968838634349,3
22485,0.0,2474.75,17.624711360266307,4
22202,4886.571428571428,1401.0,11.707651882115313,7
22902,0.0,1498.5,8.650543856275611,2
22043,10631.5,1389.2,12.248902914106774,10
23237,13136.3125,1436.75,12.368171339424826,16
23139,0.0,1543.6666666666667,16.16369511708123,3
22180,12537.5,1568.8,11.412145431050506,10
23693,0.0,1473.75,12.841994258514505,8
22203,4268.571428571428,1323.142857142857,9.686534116434247,7
23236,0.0,1215.4666666666667,9.407328316958486,15
23701,6963.923076923077,1438.4615384615386,11.368562441430244,13
23324,8885.166666666666,1289.75,10.339904984018368,12
24017,2752.6666666666665,858.6666666666666,3.6716458988776846,3
23504,5815.846153846154,1255.6153846153845,10.392829296469882,13
20151,14394.4,1442.4,11.733237776355814,10
24141,0.0,1441.5,10.645797260632158,4
22655,0.0,1151.0,9.149849916303385,2
23508,7248.307692307692,1570.076923076923,10.376131913080904,13
22206,4855.857142857143,1398.0,10.107090210563062,7
22311,5237.428571428572,1464.0,9.10838709499981,7
20187,0.0,1677.0,11.330716102249625,4
22046,10792.555555555555,1547.3333333333333,11.31979952021778,9
22305,4871.285714285715,1603.0,11.07308676879973,7
22124,0.0,1650.1818181818182,11.77409370415803,11
23692,0.0,1406.5,12.9908420701155,8
24179,0.0,1689.25,10.97493800934325,4
20132,0.0,1842.5,16.437117106243605,2
22151,6946.25,1427.875,9.663587798267653,8
22066,0.0,1885.75,12.423402752952942,8
23005,3479.8333333333335,1448.4166666666667,13.985206484893581,12
22039,0.0,1749.7272727272727,12.872569402080831,11
23704,7174.615384615385,1198.076923076923,10.591389619646494,13
22302,5942.428571428572,1451.2857142857142,10.225314620910845,7
23430,0.0,2514.625,15.248003319481503,8
24572,3452.0,1078.5,5.3732318056557276,2
23838,0.0,1976.0833333333333,16.604935075605926,12
22963,0.0,2349.5,15.362104210876314,2
22026,8615.333333333334,1819.1666666666667,12.51445495199782,6
24210,0.0,1533.0,8.270607111923184,2
22546,0.0,1847.0,19.163533612516407,1
23325,7235.181818181818,1328.7272727272727,9.37012981662562,11
22603,0.0,994.0,5.296840713964722,1
22553,0.0,1745.6666666666667,11.668135154484373,3
22181,9893.454545454546,1621.4545454545455,12.147678012044658,11
20124,0.0,1831.8181818181818,12.926865876485458,11
23221,2024.7142857142858,862.6428571428571,5.512583620770585,14
22508,0.0,1958.3333333333333,16.668954976461105,3
24015,1905.0,875.25,6.551933197169865,4
22303,5002.571428571428,1403.2857142857142,10.64854124132243,7
23093,0,0,0,0
23605,9303.90909090909,1552.909090909091,12.931871225283544,11
23836,0.0,1529.2307692307693,15.106632480817078,13
23511,8792.07142857143,1886.7857142857142,11.57492129051037,14
22308,6625.6,1477.0,9.028633956004285,5
23509,6388.25,1281.0833333333333,9.714974205895702,12
23663,7462.0,1504.9,12.423117698731627,10
24426,0.0,1508.0,11.296865058374783,1
22301,5159.857142857143,1577.2857142857142,11.14407384009546,7
22209,4568.0,1277.0,9.999267715033275,6
23150,0.0,1464.0,13.374534027448286,13
23661,8131.909090909091,1472.909090909091,12.40040283419974,11
20194,11729.333333333334,1561.2222222222222,11.83309183324308,9
24055,0.0,1594.5,12.846488956003185,2
23072,0.0,1929.5,14.345583019395052,8
23875,0.0,1009.0,5.836057511921919,2
23662,0.0,1731.5714285714287,13.813051404731334,7
24121,0.0,2201.5,16.784095366272815,4
24202,0.0,2280.5,17.778068287063313,2
23702,8471.916666666666,1338.6666666666667,10.530247365205433,12
24084,0.0,2400.75,14.677209841364867,4
24477,0.0,1029.0,6.888366876173045,1
22657,0.0,1312.5,13.627276789042345,2
22968,0.0,2236.0,15.326385223041603,2
23120,0.0,1987.875,14.537433940837508,8
22827,0.0,1816.0,14.523802737706363,2
22960,0.0,1755.0,16.62355305607407,1
23002,0.0,1879.5,18.639344579362977,2
24588,0.0,1514.0,12.308375110208184,2
22172,0.0,1487.1666666666667,12.666744796418271,6
22307,5734.0,1487.3333333333333,10.192071158719811,6
24521,0.0,2073.5,14.877402692063802,2
22942,0.0,2187.0,15.552194053901687,2
24504,0.0,1149.0,8.41098064322959,2
24343,0.0,1603.0,14.63008595059822,1
23664,0.0,1870.0,13.798810136227603,9
24293,0.0,1512.25,9.830600570269842,4
23075,6328.642857142857,1361.7142857142858,10.78178490411116,14
23117,0,0,0,0
20181,0.0,1845.142857142857,14.085118160788017,7
22815,0.0,2558.0,18.90584656279477,1
23314,10947.1,1653.2,12.654776153592751,10
24522,0,0,0,0
22712,0.0,1559.0,15.063653107057766,3
22611,0.0,1530.0,11.309734746918453,1
22812,0.0,1765.0,12.880252261370407,3
23510,5114.2307692307695,1253.923076923077,10.227989220567057,13
22443,0.0,2632.0,19.44388384252118,1
24531,0.0,2203.0,18.498001405778567,1
24016,1145.75,955.0,6.645874933149039,4
24416,0,0,0,0
23024,0,0,0,0
24148,0.0,1266.0,8.274338193796778,1
24251,0.0,2785.6666666666665,18.85043435011452,3
23936,3552.0,1725.0,16.403999124886223,1
24175,0.0,1526.3333333333333,11.95089560673957,3
24230,0.0,2218.75,12.896397289384858,4
24605,0.0,1677.0,11.092375633105584,1
20141,0.0,1972.5,17.416132311186026,2
24590,3297.5,2088.5,16.031516788780998,2
24091,0.0,2098.5,17.07450190737805,2
22932,0.0,2857.0,16.39506023904327,4
20180,0.0,1666.0,15.93511123824393,1
23168,5546.6,1377.0,10.37524036086283,5
24557,0,0,0,0
23523,6760.846153846154,1286.076923076923,10.554896715824372,13
24078,0.0,1351.5,10.605031712512208,2
